Year,Month,decimal_date,CO2_ppm,trend
2013,11,2013.875,395.16,397.15
2013,12,2013.9579999999999,396.84,397.59
2014,1,2014.0420000000001,397.85,397.55
2014,2,2014.125,398.01,397.21
2014,3,2014.2079999999999,399.77,398.24
2014,4,2014.2920000000001,401.38,398.49
2014,5,2014.375,401.78,398.37
2014,6,2014.4579999999999,401.25,398.93
2014,7,2014.5420000000001,399.1,398.67
2014,8,2014.625,397.03,398.92
2014,9,2014.7079999999999,395.38,398.97
2014,10,2014.7920000000001,396.03,399.43
2014,11,2014.875,397.28,399.36
2014,12,2014.9579999999999,398.91,399.64
2015,1,2015.0420000000001,399.98,399.73
2015,2,2015.125,400.28,399.52
2015,3,2015.2079999999999,401.54,400.03
2015,4,2015.2920000000001,403.28,400.38
2015,5,2015.375,403.96,400.51
2015,6,2015.4579999999999,402.8,400.48
2015,7,2015.5420000000001,401.31,400.93
2015,8,2015.625,398.93,400.85
2015,9,2015.7079999999999,397.63,401.26
2015,10,2015.7920000000001,398.29,401.69
2015,11,2015.875,400.16,402.11
2015,12,2015.9579999999999,401.85,402.51
2016,1,2016.0420000000001,402.56,402.27
2016,2,2016.125,404.12,403.3
2016,3,2016.2079999999999,404.87,403.39
2016,4,2016.2920000000001,407.45,404.62
2016,5,2016.375,407.72,404.26
2016,6,2016.4579999999999,406.83,404.49
2016,7,2016.5420000000001,404.41,404.05
2016,8,2016.625,402.27,404.19
2016,9,2016.7079999999999,401.05,404.65
2016,10,2016.7920000000001,401.59,404.99
2016,11,2016.875,403.55,405.54
2016,12,2016.9579999999999,404.45,405.12
2017,1,2017.0420000000001,406.17,405.88
2017,2,2017.125,406.46,405.64
2017,3,2017.2079999999999,407.22,405.74
2017,4,2017.2920000000001,409.04,406.21
2017,5,2017.375,409.69,406.23
2017,6,2017.4579999999999,408.88,406.54
2017,7,2017.5420000000001,407.12,406.77
2017,8,2017.625,405.13,407.04
2017,9,2017.7079999999999,403.37,406.97
2017,10,2017.7920000000001,403.63,407.03
2017,11,2017.875,405.12,407.1
2017,12,2017.9579999999999,406.81,407.48
2018,1,2018.0420000000001,407.96,407.67
2018,2,2018.125,408.32,407.5
2018,3,2018.2079999999999,409.41,407.93
2018,4,2018.2920000000001,410.24,407.41
2018,5,2018.375,411.24,407.78
2018,6,2018.4579999999999,410.79,408.45
2018,7,2018.5420000000001,408.71,408.35
2018,8,2018.625,406.99,408.9
2018,9,2018.7079999999999,405.51,409.11
2018,10,2018.7920000000001,406.0,409.4
2018,11,2018.875,408.02,410.0
2018,12,2018.9579999999999,409.07,409.75
2019,1,2019.0420000000001,410.83,410.53
2019,2,2019.125,411.75,410.93
2019,3,2019.2079999999999,411.97,410.49
2019,4,2019.2920000000001,413.32,410.48
2019,5,2019.375,414.66,411.2
2019,6,2019.4579999999999,413.92,411.57
2019,7,2019.5420000000001,411.77,411.42
2019,8,2019.625,409.95,411.86
2019,9,2019.7079999999999,408.54,412.14
2019,10,2019.7920000000001,408.53,411.93
2019,11,2019.875,410.21,411.96
